eventid,event_date,year,month,day,region,city,lat,long,success,suicide,group_name,motive,killed,wounded,total_casualties,summary,attack_type,weapon_type,weapon_detail,weapon_detail_new,target_type,target_subtype,corp1,target,nationality
2.01E+11,3/28/2014,2014,3,28,Shabeellaha Hoose,Marka,1.716342,44.768691,1,0,Al Shabaab,,1,0,1,"03/28/2014: Assailants opened fire on Abdi Ali in Merca town, Lower Shebelle region, Somalia. Ali, a prominent businessperson, was killed in the shooting. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Armed Assault,Firearms,automatic firearms,nan,business,businessmen,Unknown,businesperson,International
2.01E+11,3/28/2014,2014,3,28,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,,1,3,4,"03/28/2014: A landmine detonated targeting Sierra Leonean African Union Mission in Somalia (AMISOM) soldiers in Dalcada neighborhood, Kismayo city, Lower Juba region, Somalia. A civilian was killed and three others were injured in the ensuing clash between the assailants and AMISOM soldiers. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,military,military personnel,African Union Mission in Somalia (AMISOM),amisom sierra leonean forces,International
2.01E+11,3/28/2014,2014,3,28,Shabeellaha Hoose,Jannaale,1.808302,44.695142,1,0,Al Shabaab,,0,6,6,"03/28/2014: An explosive device targeted an African Union Mission in Somalia (AMISOM) convoy in Janale town, Lower Shebelle region, Somalia. At least six soldiers were injured in the blast. No group claimed responsibility for the bombing; however, authorities attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,military,military convoy,African Union Mission in Somalia (AMISOM),amisom convoy,Somalia
2.01E+11,3/28/2014,2014,3,28,Shabeellaha Hoose,Danow,1.730877,44.625446,1,0,Al Shabaab,,11,,11,"03/28/2014: Assailants opened fire on a Somali National Army (SNA) convoy near Danow area, Lower Shebelle region, Somalia. Eleven soldiers were killed and an unknown number of people were wounded in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,rocket and automatic firearms,a rocket and automatic firearms were used in the attack.,military,military convoy,Somali National Army (SNA),alpha group convoy,Somalia
2.01E+11,3/29/2014,2014,3,29,Gedo,Buurdhuubo,3.151721,42.489719,1,0,Al Shabaab,,,,0,"03/29/2014: Assailants fired mortars at Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) bases near Burdhubo town, Gedo region, Somalia. There were an unknown number of casualties in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,Somalia
2.01E+11,3/29/2014,2014,3,29,Shabeellaha Hoose,Gendershe,1.800153,44.907244,1,0,Al Shabaab,,,,0,"03/29/2014: Assailants attacked a Somali National Army (SNA) and African Union (AU) base in Gendershe village, Lower Shebelle region, Somalia. There were an unknown number of casualties in the incident. No group claimed responsibility; however, authorities attributed the attack to Al-Shabaab.",Armed Assault,Explosives,mortars and firearms,mortars and firearms were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,3/29/2014,2014,3,29,Shabeellaha Hoose,Marka,1.716342,44.768691,1,0,Al Shabaab,,1,0,1,"03/29/2014: Assailants attacked Adan Kusow in Merca town, Lower Shebelle region, Somalia. Kusow, a civilian translator for the African Union Mission in Somalia (AMISOM), was killed in the attack. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Assailants attacked,Unknown,automatic firearms,nan,military,non-combatant personnel,African Union Mission in Somalia (AMISOM),translator: adan kusow,International
2.01E+11,3/29/2014,2014,3,29,Shabeellaha Hoose,Marka,1.716342,44.768691,1,0,Al Shabaab,,1,0,1,"03/29/2014: Gunmen shot and killed a soldier in Merca town, Lower Shebelle region, Somalia. No group claimed responsibility for the incident; however, authorities suspected the attack was carried out by Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali National Army (SNA),soldier,International
2.01E+11,3/29/2014,2014,3,29,Hiiraan,Moqokori,4.061697,46.134362,1,0,Al Shabaab,,,,0,"03/29/2014: Assailants attacked Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) forces in Moqokori town, Hiiraan region, Somalia. There were an unknown number of casualties in the ensuing clash; government security officials claimed that allied African forces did not sustain any casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military personnel,African Union Mission in Somalia (AMISOM),amisom forces,International
2.01E+11,11/1/2014,2014,11,1,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,2,3,"11/01/2014: An explosive device attached to a vehicle detonated in Mogadishu city, Banaadir region, Somalia. At least one person was killed and two people were injured in the blast. No group claimed responsibility for the incident; however, a Somali police official attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,3/29/2014,2014,3,29,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"03/29/2014: A roadside bomb targeted a Somali National Army (SNA) and African Union (AU) convoy in Huriwa area, Mogadishu city, Banaadir region, Somalia. There were an unknown number of casualties. No group claimed responsibility for the incident; however, authorities suspected the attack was carried out by Al-Shabaab.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom convoy,Somalia
2.01E+11,3/30/2014,2014,3,30,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,,3,0,3,"03/30/2014: Assailants opened fire and launched mortars at an African Union Mission in Somalia (AMISOM) base at Kismayo University in Kismayo city, Lower Juba region, Somalia. Three civilians were killed in the attack. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Explosives,mortars and unknown firearms,mortars and unknown firearms were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,3/31/2014,2014,3,31,Bakool,Tayeeglow,4.010857,44.513224,1,0,Al Shabaab,,,,0,"03/31/2014: Assailants attacked a joint Somali National Army (SNA) and African Union (AU) convoy near Tiyeeglow town, Bakool region, Somalia. There were an unknown number of casualties from the attack. No group claimed responsibility; however, authorities attributed the incident to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),convoy,International
2.01E+11,3/31/2014,2014,3,31,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,,,0,"03/31/2014: An explosive device detonated near an African Union Mission in Somalia (AMISOM) convoy in Suuqa Xoolaha area, Mogadishu city, Banaadir region, Somalia. The exact number of casualties from the blast are unknown. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,military,military convoy,African Union Mission in Somalia (AMISOM),amisom convoy,International
2.01E+11,4/1/2014,2014,4,1,Shabeellaha Dhexe,Mahadaay,2.339081,45.422544,1,0,Al Shabaab,,2,0,2,"04/01/2014: Assailants killed two Somali National Army (SNA) soldiers in Mahaday town, Middle Shebelle region, Somalia. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali National Army (SNA),soldiers,Somalia
2.01E+11,4/1/2014,2014,4,1,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,,,,0,"04/01/2014: Assailants attacked a Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) base near Beledweyne town, Hiiraan region, Somalia. There were an unknown number of casualties. No group claimed responsibility for the incident; however, authorities attributed the attack to Al-Shabaab.",Armed Assault,Explosives,nan,nan,military,military base,African Union Mission in Somalia (AMISOM),amisom joint base,International
2.01E+11,4/2/2014,2014,4,2,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,3,0,3,"04/02/2014: Assailants attacked an African Union Mission in Somalia (AMISOM) convoy in Huriwa neighborhood, Mogadishu city, Banaadir region, Somalia. Three civilians were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Explosives,machine guns and rocket-propelled grenades,machine guns and rocket-propelled grenades were used in the attack.,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),convoy,International
2.01E+11,4/2/2014,2014,4,2,Shabeellaha Hoose,Qoryooleey,1.789637,44.529977,1,0,Al Shabaab,,,,0,"04/02/2014: An explosive device detonated near an African Union (AU) convoy in Qoryoley, Lower Shebelle, Somalia. There were an unknown number of casualties from the blast. No group claimed responsibility for the incident; however, authorities suspected the attack was carried out by Al-Shabaab.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom convoy,International
2.01E+11,4/3/2014,2014,4,3,Hiiraan,Buulabarde,3.853247,45.565232,1,0,Al Shabaab,,3,,3,"04/03/2014: Assailants attacked a base of the Somali National Army (SNA) in Bulobarde district, Hiiraan region, Somalia. At least three assailants were killed when security forces returned fire. An unknown number of assailants were also wounded in the firefight. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Somali National Army (SNA),sna base,Somalia
2.01E+11,11/2/2014,2014,11,2,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,0,1,"11/02/2014: Assailants shot and killed a civilian in Hodan district, Mogadishu city, Banaadir region, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Armed Assault,Firearms,automatic firearms,nan,private citizens & property,civilians,Not Applicable,civilians,International
2.01E+11,11/4/2014,2014,11,4,Bari,Boosaaso,11.274795,49.179656,1,0,Al Shabaab,,1,0,1,"11/04/2014: Assailants fired on a Yusuf Alin in Bosasso city, Bari region, Somalia. Alin, a prominent businessperson, was killed in the attack. No group claimed responsibility for the incident; however sources suspected that Al-Shabaab was involved.",Armed Assault,Firearms,automatic firearms,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,4/4/2014,2014,4,4,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,0,1,"04/04/2014: Assailants shot and killed a Somali National Army (SNA) soldier in Huriwa district, Mogadishu city, Banaadir region, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali National Army (SNA),soldier,Somalia
2.01E+11,4/4/2014,2014,4,4,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,0,1,"04/04/2014: Assailants shot and killed a Somali National Army (SNA) soldier near Bakara Market, Hawl Wadag neighborhood, Mogadishu city, Banaadir region, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali National Army (SNA),soldier,Somalia
2.01E+11,4/4/2014,2014,4,4,Gedo,Tuula Barwaqo,3.501594,42.154716,1,0,Al Shabaab,,,,0,"04/04/2014: Assailants ambushed a military convoy in Tuulo Barwaaqo village, Gedo region, Somalia. There were an unknown number of casualties in an ensuing clash. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military unit/patrol/convoy,Somali National Army (SNA),convoy,Somalia
2.01E+11,11/10/2014,2014,11,10,Jubbada Hoose,Kismaayo,-0.872431,42.155491,1,0,Al Shabaab,,,,0,"11/10/2014: Assailants abducted an unspecified number of civilians from Kudhaa Island, Lower Juba region, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, a source attributed the attack to Al-Shabaab.",hostage taking (kidnapping),Unknown,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,11/24/2014,2014,11,24,Unknown,Unknown,,,1,0,Al Shabaab,,0,0,0,"11/24/2014: Assailants abducted Loise Njoki Weru and James Kuria from an unknown location in central Somalia. Kuria was rescued in February 2016, and Weru was rescued on October 29, 2016. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",hostage taking (kidnapping),Unknown,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Kenya
2.01E+11,4/6/2014,2014,4,6,Hiiraan,Buulabarde,3.853247,45.565232,1,0,Al Shabaab,,,,0,"04/06/2014: Assailants shelled an African Union Mission in Somalia (AMISOM) and Somali National Army (SNA) forces base in Bulobarde district, Hiiraan region, Somalia. An unknown number were killed and wounded in the attack. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,heavy artillery,heavy artillery was used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom joint base,Somalia
2.01E+11,11/29/2014,2014,11,29,Hiiraan,Maxaas,4.389634,46.087201,0,0,Al Shabaab,"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand by Al-Shabaab.",0,0,0,"11/29/2014: Four assailants attempted to extort money from civilians in Mahas, Hiiraan region, Somalia. There were no reported casualties as local residents successfully apprehended the assailants. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,4/6/2014,2014,4,6,Shabeellaha Hoose,Marka,1.716342,44.768691,1,0,Al Shabaab,,2,,2,"04/06/2014: Assailants attacked a Somalia National Army (SNA) military base near Merca town, Lower Shebelle region, Somalia. Two total people were killed and several others were wounded in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military base,Somali National Army (SNA),sna base,Somalia
2.01E+11,4/6/2014,2014,4,6,Shabeellaha Dhexe,Mahadaay,2.339081,45.422544,1,0,Al Shabaab,,4,,4,"04/06/2014: Assailants attacked a joint Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) base in Mahaday district, Middle Shebelle region, Somalia. At least four people, including both assailants and soldiers, were killed and an unknown number of others were injured in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,12/4/2014,2014,12,4,Hiiraan,Maxaas,4.389634,46.087201,1,0,Al Shabaab,,,,0,"12/04/2014: Assailants kidnapped three civilians outside of Mahas town, Hiiraan region, Somalia. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",hostage taking (kidnapping),Unknown,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,4/7/2014,2014,4,7,Mudug,Gaalkacyo,6.774396,47.429032,1,0,Unknown,,2,0,2,"04/07/2014: Two gunmen dressed in police uniforms opened fire on two United Nations Office on Drugs and Crime (UNODC) workers at the airport in Galkayo city, Mudug region, Somalia. The two workers, one British and one French, were killed in the attack. No group claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,diplomatic,international organization,United Nations Office on Drugs and Crime (UNODC),unodc staff,International
2.02E+11,1/7/2015,2015,1,7,Hiiraan,Beledweyne,4.735941,45.203487,1,0,Al Shabaab,"The specific motive is unknown; however, sources stated that Al-Shabaab believed the victims collaborated with Somali and African Union Mission in Somalia (AMISOM) forces.",2,0,2,"01/07/2015: Assailants executed two civilians accused of collaborating with the government in Buq Able village, Beledweyne district, Hiiraan region, Somalia. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",hostage taking (kidnapping),Firearms,automatic firearms,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.02E+11,1/8/2015,2015,1,8,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,2,3,5,"01/08/2015: An explosive device detonated in Warta Nabada district, Mogadishu city, Banaadir region, Somalia. Two people were killed and three others were wounded in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.02E+11,2/1/2015,2015,2,1,Shabeellaha Hoose,Toratoorow,2.250067,44.692325,1,0,Al Shabaab,"The specific motive is unknown; however, sources posited that Al-Shabaab carried out the abduction because they believed the victims were involved in an airstrike that was carried out on January 31, 2015.",,,0,"02/01/2015: Assailants kidnapped several civilians in Tortoorow, Lower Shebelle, Somalia. The whereabouts of the victims were unknown. No group claimed responsibility; however, sources attributed the abduction to Al-Shabaab.",hostage taking (kidnapping),Unknown,nan,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.02E+11,2/8/2015,2015,2,8,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,1,0,1,"02/08/2015: An explosive device detonated near laborers in Mogadishu city, Banaadir region, Somalia. A civilian was killed in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,private citizens & property,civilians,Not Applicable,civilians,Turkey
2.01E+11,4/8/2014,2014,4,8,Galguduud,Ceelbuur,4.682275,46.61542,1,0,Al Shabaab,,,,0,"04/08/2014: A roadside bomb detonated near African Union Mission in Somalia (AMISOM) troops and sparked an exchange of gunfire in Ceel Buur area, Galguduud Region, Somalia. There were an unknown number of people killed and wounded as a result of the attack. No group claimed responsibility for the incident; however, sources indicated that Al-Shabaab was behind the attack.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom ethiopian convoy,Somalia
2.01E+11,4/9/2014,2014,4,9,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,2,2,"04/09/2014: Gunmen opened fire on Hassan Dahir in Howlwadag district, Mogadishu city, Banaadir region, Somalia. Dahir, a Somali National Security Agency (SNSA) officer, and his wife were wounded in the attack. No group claimed responsibility; however, sources suspected Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,intelligence,national intelligence and security agency (nisa),National Intelligence and Security Agency (NISA),official: hassan dahir,Somalia
2.01E+11,4/9/2014,2014,4,9,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,0,1,"04/09/2014: Gunmen opened fire on a seminary teacher in Wardhigley district, Mogadishu city, Banaadir region, Somalia. The teacher was killed in the attack. No group claimed responsibility; however, sources suspected Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,Educational Institution,teacher,Unknown,teacher,Somalia
2.01E+11,4/9/2014,2014,4,9,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/09/2014: An explosive device detonated near Somali National Army (SNA) forces guarding Daryel Courthouse in Huriwa neighborhood, Mogadishu city, Banaadir region, Somalia. The outcome of the attack is unkown. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved.",Bombing/Explosion,Explosives,nan,nan,military,military personnel,Somali National Army (SNA),sna soldiers,Somalia
2.01E+11,4/9/2014,2014,4,9,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,,1,4,5,"04/09/2014: A roadside bomb detonated targeting a convoy of Burundian African Union Mission in Somalia (AMISOM) soldiers outside a military base in Via Afmadow district, Kismayo city, Lower Juba region, Somalia. The targeted soldiers then opened indiscriminate fire following the explosion. At least one person was killed and four others were injured when the soldiers opened fire.No group claimed responsibility for the incident; however, Somali officials suspected that Al-Shabaab carried out the attack.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom burundian convoy,International
2.01E+11,4/9/2014,2014,4,9,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,,1,"04/09/2014: An explosive device attached to the car of Mohamud Mohamud Abu Hajji detonated in Wadajir district, Mogadishu city, Banaadir region, Somalia. Abu Hajji, a district official, was killed and an unknown number of bodyguards were injured in the blast. No group claimed responsibility; however, sources suspected Al-Shabaab.",Assassination,Explosives,sticky bomb,an explosive device attached to a vehicle was used in the attack.,government,govt personnel,Government of Somalia,district secretary: mohamud mohamud abu hajji,Somalia
2.01E+11,4/10/2014,2014,4,10,Galguduud,Ceelbuur,4.684885,46.622805,1,0,Al Shabaab,,11,,11,"04/10/2014: Assailants attacked an Ethiopian National Defense Force (ENDF) supply convoy in Ceel Buur town, Galguduud region, Somalia. Eleven people, including six assailants and a combination of five soldiers and civilians, were killed in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Assailants attacked,Unknown,automatic firearms,nan,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),ethiopian supply convoy,Somalia
2.01E+11,4/10/2014,2014,4,10,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,2,2,"04/10/2014: Assailants fired a mortar shell at a construction site located at the Turkish Embassy in Hodan neighborhood, Mogadishu city, Banaadir region, Somalia. At least two embassy staff members were injured in the attack. No group claimed responsibility; however, sources suspected that Al-Shabaab carried out the attack.",Bombing/Explosion,Explosives,rocket launchers,rocket launchers were used in the attack.,diplomatic,embassy,Turkish Ministry of Foreign Affairs,turkish embassy,International
2.01E+11,4/10/2014,2014,4,10,Banaadir,Mogadishu,2.059818,45.326114,0,0,Unknown,,0,0,0,"04/10/2014: Assailants fired four rockets at the port in Xamar Jajab area, Mogadishu city, Banaadir region, Somalia. The rockets fell short of the port, landing in the water. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,rockets,"four rockets, which landed in the ocean, were used in the attack.",maritime,port,Port of Mogadishu,port,Turkey
2.02E+11,2/17/2015,2015,2,17,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,,1,0,1,"02/17/2015: Assailants opened fire on Umar Muhamad Nur in Beledweyne town, Hiiraan region, Somalia. Nur, a prominent businessperson and elder, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed it to Al-Shabaab.",Assassination,Firearms,pistols,nan,private citizens & property,civilians,Not Applicable,civilians,Somalia
2.01E+11,4/13/2014,2014,4,13,Bakool,Xuddur,4.120602,43.890526,1,0,Al Shabaab,,11,24,35,"04/13/2014: Assailants opened fire on an African Union Mission in Somalia (AMISOM) convoy near Xuddur city in Bakool region, Somalia. Eleven people, including assailants and soldiers, were killed and 24 others were wounded in the attack. Al-Shabaab claimed responsibility for the incident.",facility/infrastructure attack,Firearms,automatic firearms,nan,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),kenyan convoy,International
2.01E+11,4/13/2014,2014,4,13,Bakool,Waajid,3.810951,43.246505,1,0,Al Shabaab,,,,0,"04/13/2014: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Wajid town, Bakool region, Somalia. There were an unknown number of casualties in the assault. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Explosives,artillery and firearms,artillery and firearms were used in the attack.,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),ethiopian convoy,Somalia
2.01E+11,4/13/2014,2014,4,13,Bakool,Godan,4.266253,43.887305,1,0,Al Shabaab,,6,0,6,"04/13/2014: Assailants attacked Somali National Army (SNA) forces in Godan area, between Rabdure and Xuxul districts, Bakool region, Somalia. Six soldiers were killed in the attack. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali National Army (SNA),soldiers,International
2.01E+11,4/13/2014,2014,4,13,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,,,,0,"04/13/2014: Assailants attacked a joint African Union Mission in Somalia (AMISOM) and Juba Interim Administration (JIA) base near Kismayo University in Kismayo city, Lower Juba region, Somalia. There were an unknown number of casualties in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,government,prime minister,Government of Somalia,prime minister: abdiweli shaykh ahmad,Somalia
2.01E+11,4/13/2014,2014,4,13,Gedo,Faxfaxdhuun,2.204822,41.619649,1,0,Al Shabaab,,,,0,"04/13/2014: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Fafahdun area, Gedo region, Somalia. The outcome of the attack is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),amisom kenyan base,International
2.01E+11,4/14/2014,2014,4,14,Shabeellaha Hoose,Qoryooleey,1.789637,44.529977,1,0,Al Shabaab,,2,,2,"04/14/2014: Assailants attacked an unknown number of joint Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) bases in Qoryoley city, Lower Shebelle region, Somalia. At least two assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Explosives,artillery and firearms,artillery and firearms were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,Somalia
2.01E+11,4/14/2014,2014,4,14,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/14/2014: Assailants attacked a Somali National Army (SNA) base in Yaqshid district, Mogadishu city, Banaadir region, Somalia. There were an unknown number of casualties in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Somali National Army (SNA),sna base,International
2.01E+11,4/14/2014,2014,4,14,Baay,Goof Gaduud,3.305604,43.636895,1,0,Al Shabaab,,,,0,"04/14/2014: Assailants attacked an Ethiopian National Defense Force (ENDF) base in Goof Gaduud area, Bay region, Somalia. There were an unknown number of casualties in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),ethiopian base,International
2.01E+11,4/14/2014,2014,4,14,Gedo,Faxfaxdhuun,2.204822,41.619649,1,0,Al Shabaab,,10,,10,"04/14/2014: Assailants attacked African Union Mission in Somalia (AMISOM) personnel in Fafahdun town, Gedo region, Somalia. At least ten assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military personnel,African Union Mission in Somalia (AMISOM),amisom soldiers,International
2.01E+11,4/15/2014,2014,4,15,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,"The specific motive is unknown; however, sources stated that the attack was carried out in defense of Islam and Somalia.",2,,2,"04/15/2014: Assailants opened fire on a joint African Union Mission in Somalia (AMISOM) and Juba Interim Administration (JIA) military base in Kismayo city, Lower Juba region, Somalia. Two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,explosive shells and firearms,explosive shells and firearms were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,Somalia
2.01E+11,4/15/2014,2014,4,15,Gedo,Buurdhuubo,3.162307,42.493771,1,0,Al Shabaab,,7,,7,"04/15/2014: Assailants attack an African Union Mission in Somalia (AMISOM) base in Burdhubo city, Gedo region, Somalia. At least seven assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),ethiopian base,International
2.01E+11,4/15/2014,2014,4,15,Jubbada Hoose,Kismaayo,-0.357847,42.546652,1,0,Al Shabaab,,2,0,2,"04/15/2014: Assailants opened fire at the residence of Abdirahman Qordhere in Shaqalaha neighborhood, Kismayo city, Lower Juba region, Somalia. Qordhere, a Juba Interim Administration (JIA) senior official, and one of his bodyguards were killed in the attack. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",Assassination,Firearms,pistols,nan,government,govt personnel,Juba Interim Administration (JIA),senior official: abdirahman qordhere,International
